Category,Message,label,cleaned_message
ham,ok. I am a gentleman and will treat you with dignity and respect.,0.0,ok. i am a gentleman and will treat you with dignity and respect.
ham,"He will, you guys close?",0.0,"he will, you guys close?"
ham,Going on nothing great.bye,0.0,going on nothing great.bye
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0.0,hello handsome ! are you finding that job ? not being lazy ? working towards getting back that net for mummy ? where's my boytoy now ? does he miss me ?
ham,"Haha awesome, be there in a minute",0.0,"haha awesome, be there in a minute"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1.0,please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!
ham,Have you got Xmas radio times. If not i will get it now,0.0,have you got xmas radio times. if not i will get it now
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0.0,i jus reached home. i go bathe first. but my sis using net tell u when she finishes k...
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1.0,are you unique enough? find out from 30th august. URL
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0.0,i'm sorry. i've joined the league of people that dont keep in touch. you mean a great deal to me. you have been a friend at all times even at great personal cost. do have a great week.|
ham,Hi :)finally i completed the course:),0.0,hi :)finally i completed the course:)
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0.0,it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0.0,how are you doing? hope you've settled in for the new school year. just wishin you a gr8 day
ham,Gud mrng dear hav a nice day,0.0,gud mrng dear hav a nice day
ham,Did u got that persons story,0.0,did u got that persons story
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,0.0,is your hamster dead? hey so tmr i meet you at 1pm orchard mrt?
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0.0,hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. :) xxx
ham,"Found it, ENC  &lt;#&gt; , where you at?",0.0,"found it, enc &lt;#&gt; , where you at?"
ham,I sent you  &lt;#&gt;  bucks,0.0,i sent you &lt;#&gt; bucks
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0.0,hello darlin ive finished college now so txt me when u finish if u can love kate xxx
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0.0,your account has been refilled successfully by inr &lt;decimal&gt; . your keralacircle prepaid account balance is rs &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .
ham,Goodmorning sleeping ga.,0.0,goodmorning sleeping ga.
ham,U call me alter at 11 ok.,0.0,u call me alter at 11 ok.
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0.0,ü say until like dat i dun buy ericsson oso cannot oredi lar...
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0.0,"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there."
ham,"Aight yo, dats straight dogg",0.0,"aight yo, dats straight dogg"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0.0,you please give us connection today itself before &lt;decimal&gt; or refund the bill
ham,Both :) i shoot big loads so get ready!,0.0,both :) i shoot big loads so get ready!
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0.0,"what's up bruv, hope you had a great break. do have a rewarding semester."
ham,Home so we can always chat,0.0,home so we can always chat
ham,K:)k:)good:)study well.,0.0,k:)k:)good:)study well.
ham,Yup... How ü noe leh...,0.0,yup... how ü noe leh...
ham,Sounds great! Are you home now?,0.0,sounds great! are you home now?
ham,Finally the match heading towards draw as your prediction.,0.0,finally the match heading towards draw as your prediction.
ham,Tired. I haven't slept well the past few nights.,0.0,tired. i haven't slept well the past few nights.
ham,Easy ah?sen got selected means its good..,0.0,easy ah?sen got selected means its good..
ham,I have to take exam with march 3,0.0,i have to take exam with march 3
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0.0,yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.
ham,Ok no prob. Take ur time.,0.0,ok no prob. take ur time.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0.0,there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,"Sorry, I'll call later",0.0,"sorry, i'll call later"
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0.0,u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1.0,"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only £1 URL 2optout 087187262701.50gbp/mtmsg18"
ham,Would really appreciate if you call me. Just need someone to talk to.,0.0,would really appreciate if you call me. just need someone to talk to.
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1.0,"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries"
ham,Hey company elama po mudyadhu.,0.0,hey company elama po mudyadhu.
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0.0,"life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . ."
ham,Dear good morning now only i am up,0.0,dear good morning now only i am up
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0.0,get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.
ham,Dear we are going to our rubber place,0.0,dear we are going to our rubber place
ham,"Sorry battery died, yeah I'm here",0.0,"sorry battery died, yeah i'm here"
ham,Yes:)here tv is always available in work place..,0.0,yes:)here tv is always available in work place..
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1.0,text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg EMAIL pence
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0.0,i have printed it oh. so &lt;#&gt; come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,0.0,or ill be a little closer like at the bus stop on the same street
ham,Where are you?when wil you reach here?,0.0,where are you?when wil you reach here?
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0.0,"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!"
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1.0,u 447801259231 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094597
ham,Tomarrow final hearing on my laptop case so i cant.,0.0,tomarrow final hearing on my laptop case so i cant.
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0.0,pleassssssseeeeee tel me v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0.0,"okay. no no, just shining on. that was meant to be signing, but that sounds better."
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0.0,"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched..."
ham,U don't remember that old commercial?,0.0,u don't remember that old commercial?
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0.0,too late. i said i have the website. i didn't i have or dont have the slippers
ham,I asked you to call him now ok,0.0,i asked you to call him now ok
ham,Kallis wont bat in 2nd innings.,0.0,kallis wont bat in 2nd innings.
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0.0,it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1.0,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs URL
